Feature,category,Method
154823,betel nut,VIP+FoldChange
154825,betel nut leaf,VIP+FoldChange
154846,"onion, hing powder, chive blossom",VIP+FoldChange
154854,rosemary,VIP+FoldChange
154856,"rice, arugula",VIP+FoldChange
154876,"carrot, marigold",VIP+FoldChange
154878,veal,VIP+FoldChange
154884,turmeric,VIP+FoldChange
154887,"rice, arugula",VIP+FoldChange
154909,eggplant,VIP+FoldChange
154977,marigold,VIP+FoldChange
154978,marigold,VIP+FoldChange
154984,salmon,VIP+FoldChange
154992,basil,VIP+FoldChange
154994,basil,VIP+FoldChange
154999,basil,VIP+FoldChange
155033,onion,VIP+FoldChange
155037,"oregano, cloves",VIP+FoldChange
15506,shrimp,VIP+FoldChange
155066,Spenach,VIP+FoldChange
155074,"legume, butter",VIP+FoldChange
155089,tarragon,VIP+FoldChange
155119,"strawberry, guava",VIP+FoldChange
155121,pepper,VIP+FoldChange
155122,onion,VIP+FoldChange
155138,sumac,VIP+FoldChange
155149,"carrot, marigold",VIP+FoldChange
155180,milk_cow,VIP+FoldChange
155242,carrot,VIP+FoldChange
155248,pomelo,VIP+FoldChange
155250,lemon,VIP+FoldChange
155253,lemon,VIP+FoldChange
155294,onion,VIP+FoldChange
155298,onion,VIP+FoldChange
155300,onion,VIP+FoldChange
155303,rosemary,VIP+FoldChange
155314,turmeric,VIP+FoldChange
155324,"turmeric, lavender",VIP+FoldChange
155337,onion,VIP+FoldChange
155369,thyme,VIP+FoldChange
155415,"peanut, olive",VIP+FoldChange
155436,anise,VIP+FoldChange
155450,cardamom,VIP+FoldChange
155457,squash blossom,VIP+FoldChange
155466,ginger,VIP+FoldChange
155467,ginger,VIP+FoldChange
15547,raspberry,VIP+FoldChange
155472,olive,VIP+FoldChange
155473,ground cherry,VIP+FoldChange
15548,"radish, radish greens",VIP+FoldChange
155523,"Spenach, spinach",VIP+FoldChange
155531,pepper,VIP+FoldChange
155533,grain_fermented,VIP+FoldChange
155562,rosemary,VIP+FoldChange
155565,sesame seed,VIP+FoldChange
155568,onion,VIP+FoldChange
155576,sweet potato,VIP+FoldChange
155582,ginger,VIP+FoldChange
155600,"sesame seed, lime",VIP+FoldChange
155635,olive,VIP+FoldChange
155640,spice,VIP+FoldChange
155645,onion,VIP+FoldChange
155651,marigold,VIP+FoldChange
155687,squash blossom,VIP+FoldChange
155736,"basil, fennel",VIP+FoldChange
155745,ground cherry,VIP+FoldChange
155760,onion,VIP+FoldChange
155793,"Spenach, spinach",VIP+FoldChange
155801,lime,VIP+FoldChange
155816,lemon,VIP+FoldChange
155817,poppy seed,VIP+FoldChange
155820,soda,VIP+FoldChange
15583,marigold,VIP+FoldChange
155847,poppy seed,VIP+FoldChange
155863,shrimp,VIP+FoldChange
155864,sage,VIP+FoldChange
155896,shrimp,VIP+FoldChange
155924,lime,VIP+FoldChange
155945,chia,VIP+FoldChange
155954,sesame seed,VIP+FoldChange
155977,anise,VIP+FoldChange
15598,carrot,VIP+FoldChange
155988,grapefruit,VIP+FoldChange
155999,chive blossom,VIP+FoldChange
156001,milk_cow,VIP+FoldChange
156047,ginger,VIP+FoldChange
156057,"lemon, chive stem",VIP+FoldChange
156078,marigold,VIP+FoldChange
156082,marigold,VIP+FoldChange
156107,basil,VIP+FoldChange
156120,"sesame seed, chia",VIP+FoldChange
156123,ginger,VIP+FoldChange
156125,"chive stem, chive blossom",VIP+FoldChange
156131,eggplant,VIP+FoldChange
156148,"chive stem, chive blossom",VIP+FoldChange
156156,"sesame seed, chia",VIP+FoldChange
156158,carrot,VIP+FoldChange
15616,"kohlrabi, kale",VIP+FoldChange
156191,milk_cow,VIP+FoldChange
156216,marigold,VIP+FoldChange
156217,marigold,VIP+FoldChange
156219,"olive, lemon",VIP+FoldChange
156249,pig,VIP+FoldChange
156277,lemon balm,VIP+FoldChange
156280,"onion, chive blossom",VIP+FoldChange
156282,"sesame seed, chia",VIP+FoldChange
156289,sweet potato,VIP+FoldChange
156327,walnut,VIP+FoldChange
15636,veal,VIP+FoldChange
156362,banana,VIP+FoldChange
156364,mint,VIP+FoldChange
156392,grapefruit,VIP+FoldChange
156403,eggplant,VIP+FoldChange
156408,chive blossom,VIP+FoldChange
156423,"hing powder, chive blossom",VIP+FoldChange
15644,sweet potato,VIP+FoldChange
156449,sesame seed,VIP+FoldChange
156451,pepper,VIP+FoldChange
156466,cucumber,VIP+FoldChange
156469,pepper,VIP+FoldChange
156492,spice,VIP+FoldChange
156496,shrimp,VIP+FoldChange
156511,bean,VIP+FoldChange
156525,ginger,VIP+FoldChange
156526,ginger,VIP+FoldChange
156546,strawberry,VIP+FoldChange
156594,shrimp,VIP+FoldChange
156601,"olive, spice",VIP+FoldChange
156610,spice,VIP+FoldChange
156612,lime,VIP+FoldChange
156613,grapefruit,VIP+FoldChange
156627,pig,VIP+FoldChange
156633,grapefruit,VIP+FoldChange
156634,"turmeric, lavender",VIP+FoldChange
156658,"banana, apricot",VIP+FoldChange
156659,"banana, apricot",VIP+FoldChange
156660,"eggplant, potato, chive stem, chive blossom",VIP+FoldChange
156674,cloves,VIP+FoldChange
156683,"banana, apricot",VIP+FoldChange
156684,"eggplant, chive stem, chive blossom",VIP+FoldChange
156698,"eggplant, potato, chive stem, chive blossom",VIP+FoldChange
156700,grapefruit,VIP+FoldChange
156724,chive stem,VIP+FoldChange
156728,chive stem,VIP+FoldChange
156730,"chive stem, chive blossom",VIP+FoldChange
156731,"chive stem, chive blossom",VIP+FoldChange
156738,garlic powder,VIP+FoldChange
15675,hing powder,VIP+FoldChange
156790,oregano,VIP+FoldChange
156797,parsley,VIP+FoldChange
156799,lentil,VIP+FoldChange
156805,turmeric,VIP+FoldChange
156806,grapefruit,VIP+FoldChange
156818,milk_goat,VIP+FoldChange
156834,poppy seed,VIP+FoldChange
156873,pepper,VIP+FoldChange
156904,"raspberry, lemon balm",VIP+FoldChange
156908,raspberry,VIP+FoldChange
156928,sesame,VIP+FoldChange
156943,ground cherry,VIP+FoldChange
156969,milk_goat,VIP+FoldChange
15698,"grain_fermented, cheddar cheese",VIP+FoldChange
157026,mint,VIP+FoldChange
157046,ginger,VIP+FoldChange
157047,ginger,VIP+FoldChange
157048,"eggplant, chive stem, chive blossom",VIP+FoldChange
157050,sesame seed,VIP+FoldChange
157123,thyme,VIP+FoldChange
15713,cocoa seed,VIP+FoldChange
157130,tomato,VIP+FoldChange
157232,watercress,VIP+FoldChange
157235,watercress,VIP+FoldChange
157240,watercress,VIP+FoldChange
157246,onion,VIP+FoldChange
157251,"turmeric, spice",VIP+FoldChange
157268,marigold,VIP+FoldChange
15729,walnut,VIP+FoldChange
15730,walnut,VIP+FoldChange
157305,lemon,VIP+FoldChange
157362,ginger,VIP+FoldChange
157375,chive blossom,VIP+FoldChange
157386,bean,VIP+FoldChange
157397,"rosemary, lemon balm",VIP+FoldChange
157417,ground cherry,VIP+FoldChange
157419,milk_cow,VIP+FoldChange
157435,strawberry,VIP+FoldChange
157438,lentil,VIP+FoldChange
157463,"onion, chive blossom",VIP+FoldChange
15748,garlic powder,VIP+FoldChange
157490,ginger,VIP+FoldChange
157507,tomato,VIP+FoldChange
157519,watercress,VIP+FoldChange
157536,watercress,VIP+FoldChange
157572,olive,VIP+FoldChange
157580,"sage, thyme",VIP+FoldChange
157595,chive stem,VIP+FoldChange
157651,ginger,VIP+FoldChange
157708,cheddar cheese,VIP+FoldChange
157720,shrimp,VIP+FoldChange
157824,mint,VIP+FoldChange
157848,marjoram,VIP+FoldChange
157867,"cranberry, marjoram",VIP+FoldChange
157876,cloves,VIP+FoldChange
157898,sugarcane,VIP+FoldChange
157915,lemon,VIP+FoldChange
157919,tomato,VIP+FoldChange
157929,betel nut leaf,VIP+FoldChange
157937,cream,VIP+FoldChange
157941,chard,VIP+FoldChange
157953,olive,VIP+FoldChange
157954,olive,VIP+FoldChange
15797,persimmon,VIP+FoldChange
158024,sesame seed,VIP+FoldChange
158046,cilantro,VIP+FoldChange
158060,shrimp,VIP+FoldChange
158127,anise,VIP+FoldChange
158130,anise,VIP+FoldChange
158134,anise,VIP+FoldChange
158135,anise,VIP+FoldChange
158167,"trout, sugarcane",VIP+FoldChange
158197,milk_cow,VIP+FoldChange
158198,sugarcane,VIP+FoldChange
158199,sugarcane,VIP+FoldChange
158206,strawberry,VIP+FoldChange
158209,pepper,VIP+FoldChange
15824,"cranberry, squash, squash blossom",VIP+FoldChange
158272,"pea, milk_goat",VIP+FoldChange
158274,wheat,VIP+FoldChange
158280,onion,VIP+FoldChange
158281,turmeric,VIP+FoldChange
158282,pepper,VIP+FoldChange
158292,"garlic, chive stem",VIP+FoldChange
158305,strawberry,VIP+FoldChange
158310,betel nut leaf,VIP+FoldChange
158355,sugarcane,VIP+FoldChange
15836,pea,VIP+FoldChange
158362,"walnut, ginger",VIP+FoldChange
158423,cheddar cheese,VIP+FoldChange
158444,langostino,VIP+FoldChange
158478,lemon,VIP+FoldChange
158493,milk_cow,VIP+FoldChange
158499,langostino,VIP+FoldChange
158535,pepper,VIP+FoldChange
158544,oregano,VIP+FoldChange
158546,sugarcane,VIP+FoldChange
158548,sugarcane,VIP+FoldChange
158552,"pea, wheat",VIP+FoldChange
158555,rosemary,VIP+FoldChange
15857,beet,VIP+FoldChange
158616,pepper,VIP+FoldChange
15862,lime,VIP+FoldChange
15863,lime,VIP+FoldChange
158635,pepper,VIP+FoldChange
158638,pepper,VIP+FoldChange
158640,"oat, chive stem",VIP+FoldChange
158647,sage,VIP+FoldChange
158660,anise,VIP+FoldChange
158667,milk_cow,VIP+FoldChange
158685,mushroom plant,VIP+FoldChange
158698,basil,VIP+FoldChange
158721,turmeric,VIP+FoldChange
158752,"carrot, olive",VIP+FoldChange
158771,garlic,VIP+FoldChange
158780,shrimp,VIP+FoldChange
158796,tomato,VIP+FoldChange
158849,"turmeric, ginger",VIP+FoldChange
158912,"broccoli, cauliflower",VIP+FoldChange
158919,spice,VIP+FoldChange
158922,pepper,VIP+FoldChange
158927,broccoli,VIP+FoldChange
158943,onion,VIP+FoldChange
15895,"pea, banana",VIP+FoldChange
158956,spice,VIP+FoldChange
158957,spice,VIP+FoldChange
158960,milk_cow,VIP+FoldChange
158986,bean,VIP+FoldChange
158997,Tilapia,VIP+FoldChange
158999,Tilapia,VIP+FoldChange
159003,"turmeric, lavender",VIP+FoldChange
159006,turmeric,VIP+FoldChange
15903,"rice, arugula",VIP+FoldChange
159033,onion,VIP+FoldChange
159047,grapefruit,VIP+FoldChange
159049,"sugarcane, eggplant",VIP+FoldChange
159109,cloves,VIP+FoldChange
159116,"spice, tarragon",VIP+FoldChange
159121,pepper,VIP+FoldChange
159122,lemon,VIP+FoldChange
159135,hing powder,VIP+FoldChange
159141,cardamom,VIP+FoldChange
159159,"milk_cow, marigold",VIP+FoldChange
159177,strawberry,VIP+FoldChange
159198,arugula,VIP+FoldChange
159214,pepper,VIP+FoldChange
159216,corn,VIP+FoldChange
15922,marigold,VIP+FoldChange
159220,onion,VIP+FoldChange
159259,strawberry,VIP+FoldChange
159260,mint,VIP+FoldChange
159263,corn,VIP+FoldChange
159269,spice,VIP+FoldChange
159289,sesame seed,VIP+FoldChange
159311,pepper,VIP+FoldChange
159324,olive,VIP+FoldChange
159325,"anise, olive",VIP+FoldChange
159354,thyme,VIP+FoldChange
159389,avocado,VIP+FoldChange
159395,marjoram,VIP+FoldChange
159405,thyme,VIP+FoldChange
159436,shrimp,VIP+FoldChange
159445,thyme,VIP+FoldChange
159447,milk_cow,VIP+FoldChange
159470,sage,VIP+FoldChange
159474,marigold,VIP+FoldChange
159500,"oat, apricot",VIP+FoldChange
159520,onion,VIP+FoldChange
159535,sesame seed,VIP+FoldChange
159537,"anise, cloves",VIP+FoldChange
15954,radish,VIP+FoldChange
159563,"chive stem, chive blossom",VIP+FoldChange
159571,turmeric,VIP+FoldChange
159616,"raspberry, fig",VIP+FoldChange
159618,cloves,VIP+FoldChange
159661,salmon,VIP+FoldChange
159669,mushroom,VIP+FoldChange
159702,cloves,VIP+FoldChange
159703,parsley,VIP+FoldChange
159725,oat,VIP+FoldChange
159735,basil,VIP+FoldChange
159753,"basil, chard",VIP+FoldChange
159760,broccoli,VIP+FoldChange
159770,cloves,VIP+FoldChange
159792,cloves,VIP+FoldChange
159811,lavender,VIP+FoldChange
159814,marjoram,VIP+FoldChange
15983,"pea, bay leaf",VIP+FoldChange
159879,pomelo,VIP+FoldChange
159881,guava,VIP+FoldChange
15990,"dill flower, dill",VIP+FoldChange
159948,butter,VIP+FoldChange
159959,pomelo,VIP+FoldChange
159969,sage,VIP+FoldChange
159975,yogurt_cow,VIP+FoldChange
159986,"arugula, borage leaf",VIP+FoldChange
159991,"onion, chive stem, chive blossom",VIP+FoldChange
16000,walnut,VIP+FoldChange
160010,onion,VIP+FoldChange
160033,pea,VIP+FoldChange
160037,cloves,VIP+FoldChange
160054,raspberry,VIP+FoldChange
160056,pepper,VIP+FoldChange
160064,"potato, canola",VIP+FoldChange
160077,lavender,VIP+FoldChange
160129,anise,VIP+FoldChange
160136,cardamom,VIP+FoldChange
160137,turmeric,VIP+FoldChange
160139,"basil, chard",VIP+FoldChange
160150,rosemary,VIP+FoldChange
160196,"mint, marjoram",VIP+FoldChange
160201,lentil,VIP+FoldChange
160202,cloves,VIP+FoldChange
16021,"arugula, kohlrabi",VIP+FoldChange
160218,"rosemary, parsley",VIP+FoldChange
160235,legume,VIP+FoldChange
160267,broccoli,VIP+FoldChange
160270,broccoli,VIP+FoldChange
160271,broccoli,VIP+FoldChange
160272,broccoli,VIP+FoldChange
160281,wheat,VIP+FoldChange
16030,"hing powder, garlic powder",VIP+FoldChange
160319,tarragon,VIP+FoldChange
16033,"raspberry, walnut",VIP+FoldChange
160361,basil,VIP+FoldChange
16041,"bay leaf, lemon balm",VIP+FoldChange
160414,onion,VIP+FoldChange
16042,"arugula, kohlrabi",VIP+FoldChange
160449,"pepper, watercress",VIP+FoldChange
160461,"rice, arugula",VIP+FoldChange
160476,cloves,VIP+FoldChange
160478,cloves,VIP+FoldChange
160502,basil,VIP+FoldChange
160521,olive,VIP+FoldChange
160557,hing powder,VIP+FoldChange
160594,pea,VIP+FoldChange
160602,marjoram,VIP+FoldChange
160615,poppy seed,VIP+FoldChange
160616,trout,VIP+FoldChange
160629,spice,VIP+FoldChange
160630,spice,VIP+FoldChange
160631,wheat,VIP+FoldChange
160646,"turmeric, lavender",VIP+FoldChange
160687,spice,VIP+FoldChange
160695,"sage, marjoram",VIP+FoldChange
160696,basil,VIP+FoldChange
160703,"broccoli, cauliflower, brussel sprout",VIP+FoldChange
160704,cloves,VIP+FoldChange
160739,pepper,VIP+FoldChange
16074,broccoli,VIP+FoldChange
160745,cloves,VIP+FoldChange
160753,sugarcane,VIP+FoldChange
160757,"shrimp, watercress",VIP+FoldChange
16076,arugula,VIP+FoldChange
160762,grain_fermented,VIP+FoldChange
160781,chive blossom,VIP+FoldChange
160786,"rosemary, Spenach, spinach",VIP+FoldChange
16079,fig,VIP+FoldChange
160828,"grain_fermented, wheat",VIP+FoldChange
160844,infusion,VIP+FoldChange
160857,spice,VIP+FoldChange
160890,"onion, chive blossom",VIP+FoldChange
160916,pepper,VIP+FoldChange
160932,onion,VIP+FoldChange
160935,turmeric,VIP+FoldChange
160936,sugarcane,VIP+FoldChange
160983,"onion, chive stem",VIP+FoldChange
160996,watercress,VIP+FoldChange
161047,peanut,VIP+FoldChange
161062,turmeric,VIP+FoldChange
161067,parsley,VIP+FoldChange
161071,tomato,VIP+FoldChange
161076,"raspberry, lemon balm",VIP+FoldChange
161086,raspberry,VIP+FoldChange
16110,"pear, fig, cherry",VIP+FoldChange
16112,anise,VIP+FoldChange
161132,mushroom,VIP+FoldChange
161138,"raspberry, marigold, watercress",VIP+FoldChange
161150,"onion, chive stem",VIP+FoldChange
161159,basil,VIP+FoldChange
16116,"broccoli, arugula",VIP+FoldChange
161162,basil,VIP+FoldChange
161163,marjoram,VIP+FoldChange
161164,basil,VIP+FoldChange
161168,cranberry,VIP+FoldChange
161173,tomato,VIP+FoldChange
161176,"turmeric, ginger",VIP+FoldChange
161209,"raspberry, lemon balm",VIP+FoldChange
16121,cheddar cheese,VIP+FoldChange
16122,cheddar cheese,VIP+FoldChange
161225,raspberry,VIP+FoldChange
161238,trout,VIP+FoldChange
161239,chia,VIP+FoldChange
161242,spinach,VIP+FoldChange
16125,cheddar cheese,VIP+FoldChange
161296,pepper,VIP+FoldChange
161310,raspberry,VIP+FoldChange
161315,raspberry,VIP+FoldChange
161322,"chive stem, chive blossom",VIP+FoldChange
161324,ginger,VIP+FoldChange
161327,pepper,VIP+FoldChange
161329,celery,VIP+FoldChange
161335,pepper,VIP+FoldChange
161337,strawberry,VIP+FoldChange
161339,cranberry,VIP+FoldChange
16136,potato,VIP+FoldChange
161364,sweet potato,VIP+FoldChange
161394,raspberry,VIP+FoldChange
161417,pepper,VIP+FoldChange
161440,"ginger, shrimp",VIP+FoldChange
161481,shrimp,VIP+FoldChange
161489,cranberry,VIP+FoldChange
161496,parsley,VIP+FoldChange
161497,pepper,VIP+FoldChange
1615,"pear, apple, cherry",VIP+FoldChange
161517,"marigold, cloves",VIP+FoldChange
161531,mint,VIP+FoldChange
16154,pomelo,VIP+FoldChange
161542,basil,VIP+FoldChange
161572,cilantro,VIP+FoldChange
161574,poppy seed,VIP+FoldChange
161581,pepper,VIP+FoldChange
161603,"sage, rosemary",VIP+FoldChange
161604,parsley,VIP+FoldChange
161609,pepper,VIP+FoldChange
161611,pepper,VIP+FoldChange
161613,cilantro,VIP+FoldChange
161626,squash,VIP+FoldChange
161649,"lemon balm, marjoram",VIP+FoldChange
161668,sweet potato,VIP+FoldChange
161681,peanut,VIP+FoldChange
161682,marjoram,VIP+FoldChange
161688,onion,VIP+FoldChange
161749,onion,VIP+FoldChange
161762,bean,VIP+FoldChange
161768,pepper,VIP+FoldChange
161770,sage,VIP+FoldChange
161783,"onion, hing powder, chive blossom",VIP+FoldChange
161786,borage flower,VIP+FoldChange
161790,sesame seed,VIP+FoldChange
16181,betel nut leaf,VIP+FoldChange
161818,"onion, hing powder, chive blossom",VIP+FoldChange
161829,spice,VIP+FoldChange
161834,cilantro,VIP+FoldChange
161882,onion,VIP+FoldChange
161883,"hing powder, chive blossom",VIP+FoldChange
161886,"rice, banana",VIP+FoldChange
161892,chive blossom,VIP+FoldChange
161923,walnut,VIP+FoldChange
161945,"blueberry, guava",VIP+FoldChange
16195,hing powder,VIP+FoldChange
161972,pepper,VIP+FoldChange
162014,"olive, hing powder",VIP+FoldChange
162015,"broccoli, spinach",VIP+FoldChange
16202,pomelo,VIP+FoldChange
162025,avocado,VIP+FoldChange
162043,mushroom,VIP+FoldChange
162059,ginger,VIP+FoldChange
162064,ginger,VIP+FoldChange
162080,pomelo,VIP+FoldChange
162084,ginger,VIP+FoldChange
162090,oregano,VIP+FoldChange
162092,oregano,VIP+FoldChange
162112,wheat,VIP+FoldChange
162123,pepper,VIP+FoldChange
16215,raspberry,VIP+FoldChange
162155,"grain_fermented, spice",VIP+FoldChange
162167,pepper,VIP+FoldChange
162168,"dill flower, fennel",VIP+FoldChange
162173,peanut,VIP+FoldChange
162176,cloves,VIP+FoldChange
162177,cloves,VIP+FoldChange
162204,"celery, lemon balm",VIP+FoldChange
162209,spice,VIP+FoldChange
162271,olive,VIP+FoldChange
1623,cheddar cheese,VIP+FoldChange
162308,betel nut leaf,VIP+FoldChange
162337,eggplant,VIP+FoldChange
162340,ginger,VIP+FoldChange
162341,pomelo,VIP+FoldChange
162342,ginger,VIP+FoldChange
162354,"pomelo, marjoram",VIP+FoldChange
162376,avocado,VIP+FoldChange
162380,"sage, marjoram",VIP+FoldChange
162391,pepper,VIP+FoldChange
162413,cucumber,VIP+FoldChange
162422,cheddar cheese,VIP+FoldChange
162439,"hing powder, chive blossom",VIP+FoldChange
162442,"olive, spice",VIP+FoldChange
162444,mint,VIP+FoldChange
16245,mushroom,VIP+FoldChange
162450,rice,VIP+FoldChange
162462,"hing powder, chive blossom",VIP+FoldChange
162463,hing powder,VIP+FoldChange
162507,pepper,VIP+FoldChange
16253,cardamom,VIP+FoldChange
162531,olive,VIP+FoldChange
162534,"sesame seed, sesame, chia",VIP+FoldChange
16254,cardamom,VIP+FoldChange
162561,"potato leaf, marjoram",VIP+FoldChange
162584,cilantro,VIP+FoldChange
162589,turmeric,VIP+FoldChange
16259,peanut,VIP+FoldChange
162590,cilantro,VIP+FoldChange
162591,"onion, hing powder, chive blossom",VIP+FoldChange
162602,"turmeric, sesame",VIP+FoldChange
16264,cheddar cheese,VIP+FoldChange
162641,curry plant,VIP+FoldChange
162669,cilantro,VIP+FoldChange
162691,watercress,VIP+FoldChange
162693,cilantro,VIP+FoldChange
162694,cilantro,VIP+FoldChange
162698,anise,VIP+FoldChange
162724,kumquat,VIP+FoldChange
162736,"onion, chive stem",VIP+FoldChange
162755,cilantro,VIP+FoldChange
162786,olive,VIP+FoldChange
162802,avocado,VIP+FoldChange
162834,milk_cow,VIP+FoldChange
16285,hing powder,VIP+FoldChange
162855,yogurt_cow,VIP+FoldChange
162892,corn,VIP+FoldChange
162898,"sesame seed, sesame, chia",VIP+FoldChange
16290,cocoa seed,VIP+FoldChange
162905,bean,VIP+FoldChange
162908,onion,VIP+FoldChange
162918,tomato,VIP+FoldChange
162921,sage,VIP+FoldChange
162948,spice,VIP+FoldChange
16296,cocoa seed,VIP+FoldChange
16297,cocoa seed,VIP+FoldChange
162984,bean,VIP+FoldChange
16299,cocoa seed,VIP+FoldChange
1630,"pear, cherry",VIP+FoldChange
163046,"onion, chive stem",VIP+FoldChange
163053,olive,VIP+FoldChange
163070,onion,VIP+FoldChange
163074,borage leaf,VIP+FoldChange
163083,ginger,VIP+FoldChange
163084,poppy seed,VIP+FoldChange
163108,milk_goat,VIP+FoldChange
163123,thyme,VIP+FoldChange
16313,grapefruit,VIP+FoldChange
163142,eggplant,VIP+FoldChange
163160,eggplant,VIP+FoldChange
163166,thyme,VIP+FoldChange
163175,chia,VIP+FoldChange
163181,bean,VIP+FoldChange
163182,watercress,VIP+FoldChange
163205,turmeric,VIP+FoldChange
163206,turmeric,VIP+FoldChange
163208,turmeric,VIP+FoldChange
163218,curry plant,VIP+FoldChange
163229,betel nut leaf,VIP+FoldChange
163244,avocado,VIP+FoldChange
163249,"Spenach, spinach",VIP+FoldChange
163250,"Spenach, spinach",VIP+FoldChange
163297,"onion, chive stem",VIP+FoldChange
163308,"basil, cloves",VIP+FoldChange
163310,basil,VIP+FoldChange
163328,pepper,VIP+FoldChange
163352,"rice, arugula",VIP+FoldChange
163354,"rice, arugula",VIP+FoldChange
163360,wheat,VIP+FoldChange
163363,"milk_cow, yogurt_cow",VIP+FoldChange
